"u_id","total_trips","avg_stay_length","avg_checked_bags","cancellation_rate","total_spend","avg_flight_discount_used","avg_hotel_discount_used","booking_rate","child_flag"
"513926","4","0.75","0.25","0.00","4026.24","0.02","0.01","0.50","0"
"513933","3","1.25","0.25","0.00","2110.36","0.00","0.00","0.38","0"
"513953","2","0.56","0.00","0.00","1111.42","0.02","0.00","0.22","0"
"513956","4","0.38","0.25","0.00","2431.37","0.07","0.01","0.50","0"
"513964","5","0.75","0.25","0.00","3618.76","0.03","0.02","0.63","0"
"513967","6","3.56","0.44","0.00","10350.99","0.02","0.01","0.67","0"
"513995","4","2.38","0.13","0.00","7521.58","0.04","0.01","0.50","1"
"514002","5","2.13","0.25","0.00","5249.80","0.00","0.00","0.63","0"
"514003","3","1.25","0.50","0.00","4750.23","0.05","0.00","0.38","0"
"514021","2","4.63","0.00","0.00","11362","0.00","0.03","0.25","0"
"514023","3","1.38","0.00","0.00","2555.38","0.03","0.01","0.38","1"
"514053","2","2.25","0.00","0.00","3279.66","0.03","0.03","0.25","1"
"514071","3","0.63","0.25","0.00","2623.33","0.01","0.00","0.38","0"
"514076","2","2.44","0.11","0.00","5582.83","0.01","0.01","0.22","1"
"514113","2","0.88","0.00","0.00","1022.1","0.01","0.00","0.25","1"
"514132","5","1.75","0.25","0.00","4017.08","0.01","0.00","0.63","1"
"514133","3","0.50","0.13","0.00","1501.89","0.02","0.00","0.38","0"
"514164","4","1.50","0.10","0.00","4856.66","0.00","0.02","0.40","0"
"514167","3","0.88","0.13","0.13","1922.08","0.00","0.00","0.50","0"
"514206","3","1.00","0.63","0.00","4214.73","0.03","0.01","0.38","0"
"514208","1","0.50","0.00","0.00","590.61","0.01","0.04","0.13","1"
"514210","3","0.78","0.11","0.00","1430.05","0.01","0.02","0.33","0"
"514215","3","1.88","0.00","0.00","3219.46","0.01","0.04","0.38","0"
"514235","1","0.50","0.00","0.00","702.18","0.03","0.01","0.13","1"
"514261","3","0.63","0.25","0.00","1745.57","0.01","0.05","0.38","0"
"514275","3","1.88","0.13","0.00","3539.53","0.01","0.01","0.38","0"
"514289","0","0.00","0.00","0.00","0","0.03","0.03","0.00","1"
"514300","3","0.25","0.25","0.13","1388.93","0.02","0.01","0.50","0"
"514315","1","0.38","0.13","0.00","1353.04","0.03","0.02","0.13","0"
"514318","4","1.75","0.25","0.00","4088.75","0.06","0.01","0.50","1"
"514324","3","1.00","0.22","0.00","2192.98","0.05","0.00","0.33","0"
"514337","4","2.89","0.22","0.00","9933.01","0.03","0.04","0.44","0"
"514342","4","1.25","0.50","0.00","9523.51","0.01","0.03","0.50","0"
"514344","6","1.67","0.44","0.00","5554.02","0.04","0.01","0.67","0"
"514370","3","1.75","0.00","0.00","12833.03","0.06","0.00","0.38","0"
"514384","1","0.25","0.13","0.00","1584.5","0.05","0.03","0.13","0"
"514395","3","3.38","0.13","0.00","3074.27","0.05","0.04","0.38","0"
"514457","4","2.10","0.20","0.00","7071.48","0.04","0.00","0.40","0"
"514460","4","2.50","0.25","0.00","4690.96","0.04","0.02","0.50","0"
"514461","3","4.00","0.13","0.00","8524.64","0.04","0.01","0.38","1"
"514501","1","1.25","0.00","0.00","740","0.00","0.01","0.13","1"
"514503","2","2.75","0.00","0.00","10392","0.06","0.00","0.25","0"
"514515","3","0.38","0.38","0.00","4596.95","0.04","0.01","0.38","0"
"514526","5","1.13","0.25","0.00","4903.38","0.08","0.01","0.63","1"
"514551","1","1.30","0.00","0.00","4537","0.02","0.04","0.10","0"
"514586","3","1.33","0.22","0.00","1840.50","0.00","0.03","0.33","0"
"514589","1","0.38","0.13","0.00","1244.73","0.01","0.06","0.13","0"
"514617","4","1.13","0.13","0.00","4258.93","0.02","0.01","0.50","1"
"514623","1","0.63","0.13","0.00","991.28","0.01","0.01","0.13","1"
"514627","4","0.88","0.25","0.13","4220.95","0.05","0.01","0.63","0"
"514638","4","3.38","0.38","0.00","6013.67","0.04","0.00","0.50","1"
"514639","0","0.00","0.00","0.00","0","0.00","0.00","0.00","0"
"514642","0","0.00","0.00","0.00","0","0.03","0.00","0.00","0"
"514660","4","0.63","0.25","0.00","3566.59","0.00","0.00","0.50","1"
"514675","3","0.78","0.22","0.00","3074.29","0.00","0.01","0.33","0"
"514682","4","1.56","0.22","0.00","2633.83","0.04","0.01","0.44","0"
"514684","0","0.00","0.00","0.00","0","0.04","0.05","0.00","0"
"514689","2","0.50","0.13","0.00","533.45","0.03","0.03","0.25","1"
"514737","4","2.63","0.38","0.00","2590.95","0.05","0.00","0.50","1"
"514785","3","0.88","0.13","0.00","1585.92","0.02","0.00","0.38","0"
"514810","3","2.63","0.00","0.00","4506.68","0.09","0.02","0.38","1"
"514830","2","0.44","0.22","0.00","2006.12","0.01","0.00","0.22","0"
"514867","3","1.88","0.13","0.00","6886.32","0.01","0.01","0.38","1"
"514876","1","1.00","0.00","0.00","2432","0.01","0.03","0.13","0"
"514892","5","2.78","0.44","0.00","6688.28","0.01","0.01","0.56","0"
"514893","1","1.25","0.00","0.00","3300","0.01","0.03","0.13","0"
"514899","6","1.44","0.56","0.00","6543.43","0.03","0.04","0.67","1"
"514925","2","3.88","0.25","0.13","5789.62","0.02","0.02","0.38","0"
"514926","3","1.38","0.00","0.00","2607.35","0.03","0.00","0.38","0"
"514931","0","0.00","0.00","0.00","0","0.03","0.00","0.00","0"
"514944","1","0.56","0.11","0.00","1035.81","0.07","0.00","0.11","1"
"514951","2","0.63","0.25","0.00","4582.52","0.03","0.00","0.25","1"
"514953","3","3.33","0.44","0.11","11388.06","0.00","0.01","0.44","0"
"514980","7","4.50","0.50","0.00","11156.07","0.02","0.08","0.88","0"
"514981","3","1.63","0.13","0.00","2763.28","0.03","0.00","0.38","0"
"515004","2","1.25","0.13","0.00","2552.59","0.03","0.02","0.25","1"
"515013","2","0.13","0.13","0.00","1157.95","0.01","0.01","0.25","0"
"515020","3","2.00","0.25","0.00","3431.20","0.02","0.00","0.38","0"
"515030","1","1.75","0.00","0.00","1604.17","0.00","0.02","0.13","0"
"515051","5","3.56","0.67","0.00","8057.92","0.01","0.01","0.56","0"
"515058","5","1.75","0.13","0.00","6585.67","0.03","0.00","0.63","0"
"515060","2","0.89","0.22","0.00","2119.26","0.03","0.00","0.22","0"
"515085","2","4.33","1.11","0.11","14602.42","0.04","0.00","0.33","1"
"515103","3","1.25","0.38","0.00","2689.46","0.00","0.06","0.38","1"
"515124","4","1.00","0.25","0.13","3779.91","0.00","0.01","0.63","0"
"515131","5","2.44","0.33","0.00","7081.24","0.01","0.01","0.56","0"
"515139","3","1.00","0.00","0.10","2872.21","0.02","0.02","0.40","0"
"515161","3","1.88","0.25","0.00","2441.56","0.03","0.02","0.38","1"
"515168","2","0.78","0.00","0.00","5286","0.01","0.01","0.22","1"
"515182","6","2.00","0.63","0.00","5816.22","0.00","0.00","0.75","0"
"515198","1","2.50","0.00","0.00","3440","0.00","0.08","0.13","0"
"515200","2","1.13","0.13","0.00","3218.86","0.03","0.08","0.25","0"
"515202","1","0.33","0.00","0.00","3033","0.02","0.01","0.11","0"
"515205","1","1.50","0.50","0.13","8596.06","0.00","0.02","0.25","0"
"515229","5","3.78","0.11","0.11","9398.19","0.02","0.04","0.67","1"
"515240","1","0.63","0.00","0.00","2410","0.03","0.01","0.13","1"
"515243","4","0.63","0.13","0.00","6116.85","0.00","0.03","0.50","0"
"515258","3","0.63","0.13","0.00","1803.93","0.02","0.02","0.38","0"
"515271","3","0.63","0.00","0.00","2013.60","0.04","0.00","0.38","1"
"515274","6","2.50","0.13","0.00","5178.39","0.02","0.00","0.75","0"
"515306","4","3.89","0.22","0.00","6847.21","0.01","0.00","0.44","0"
"515330","3","0.75","0.13","0.00","3028.37","0.00","0.00","0.38","0"
"515344","5","3.00","0.25","0.00","10372.85","0.04","0.01","0.63","0"
"515398","4","0.56","0.67","0.00","3397.12","0.02","0.02","0.44","1"
"515409","3","0.88","0.38","0.00","3370.02","0.01","0.00","0.38","1"
"515421","4","1.63","0.25","0.00","3827.72","0.01","0.00","0.50","0"
"515423","2","0.88","0.13","0.00","1376.22","0.00","0.00","0.25","0"
"515436","1","0.50","0.00","0.00","868","0.01","0.00","0.13","0"
"515478","2","0.75","0.00","0.00","1246.11","0.02","0.00","0.25","1"
"515490","4","1.56","0.11","0.00","4248.76","0.00","0.00","0.44","1"
"515502","1","0.44","0.00","0.00","1824","0.02","0.06","0.11","1"
"515514","0","0.00","0.00","0.00","0","0.00","0.04","0.00","0"
"515516","0","0.00","0.00","0.00","0","0.01","0.03","0.00","0"
"515523","3","2.13","0.00","0.00","7126.65","0.01","0.02","0.38","0"
"515529","2","0.13","0.25","0.00","910.51","0.07","0.00","0.25","1"
"515530","0","0.00","0.00","0.00","0","0.03","0.02","0.00","1"
"515565","4","2.25","0.38","0.00","6492.87","0.00","0.00","0.50","1"
"515578","6","2.50","0.38","0.00","5991.30","0.05","0.03","0.75","0"
"515580","4","3.00","0.25","0.00","7431.92","0.03","0.02","0.50","0"
"515586","5","1.11","0.33","0.00","5429.70","0.01","0.01","0.56","0"
"515610","3","0.50","0.63","0.13","12120.92","0.01","0.00","0.50","1"
"515634","0","0.00","0.00","0.00","0","0.02","0.09","0.00","0"
"515639","7","2.44","0.67","0.00","11001.07","0.03","0.01","0.78","0"
"515645","3","2.13","0.25","0.00","12523.57","0.03","0.00","0.38","0"
"515666","4","1.88","0.25","0.00","2179.12","0.00","0.03","0.50","0"
"515675","3","0.89","0.00","0.11","2761.56","0.05","0.02","0.44","0"
"515684","7","1.22","0.67","0.00","5463.52","0.01","0.02","0.78","0"
"515688","4","1.63","0.63","0.00","3262.04","0.00","0.01","0.50","1"
"515694","6","1.00","0.38","0.00","4437.00","0.02","0.00","0.75","0"
"515713","3","7.88","0.00","0.00","9885.29","0.04","0.00","0.38","0"
"515727","4","1.63","0.13","0.00","3643.82","0.00","0.04","0.50","0"
"515735","1","0.11","0.11","0.00","636.22","0.04","0.00","0.11","1"
"515739","3","0.75","0.25","0.00","1333.72","0.01","0.02","0.38","0"
"515751","3","1.25","0.25","0.00","6458.17","0.01","0.00","0.38","1"
"515764","3","3.75","0.25","0.00","9772.7","0.00","0.00","0.38","1"
"515778","3","1.75","0.13","0.00","2746.46","0.03","0.02","0.38","0"
"515802","5","2.25","0.38","0.00","6566.04","0.00","0.01","0.63","0"
"515818","1","0.00","0.00","0.00","1028.11","0.01","0.00","0.13","0"
"515831","2","0.25","0.13","0.00","1375.63","0.01","0.01","0.25","1"
"515835","3","0.63","0.13","0.00","2761.20","0.03","0.02","0.38","1"
"515854","2","1.25","0.00","0.00","1097","0.01","0.01","0.25","0"
"515874","1","1.00","0.00","0.00","1962","0.01","0.01","0.11","0"
"515891","5","2.00","0.25","0.00","7126.97","0.00","0.01","0.63","0"
"515901","2","0.67","0.11","0.00","1508.18","0.00","0.01","0.22","0"
"515908","2","0.63","0.13","0.00","1117.98","0.03","0.03","0.25","1"
"515941","4","2.75","0.13","0.00","5663.24","0.00","0.00","0.50","1"
"515947","2","0.38","0.13","0.00","1188.13","0.01","0.04","0.25","0"
"515953","3","0.88","0.25","0.00","3120.09","0.03","0.01","0.38","0"
"515974","3","4.25","0.00","0.00","5459.94","0.00","0.01","0.38","1"
"515985","3","1.11","0.11","0.00","2100.16","0.04","0.05","0.33","0"
"516001","1","0.33","0.00","0.00","918","0.03","0.06","0.11","0"
"516004","2","0.67","0.11","0.00","2274.11","0.06","0.02","0.22","1"
"516006","5","2.75","0.25","0.00","5540.86","0.04","0.00","0.63","0"
"516039","0","0.00","0.00","0.00","0","0.00","0.02","0.00","0"
"516053","5","1.22","0.22","0.00","3756.56","0.02","0.02","0.56","1"
"516057","4","2.13","0.50","0.13","7608.42","0.03","0.02","0.63","0"
"516061","3","1.13","0.13","0.00","3316.82","0.01","0.01","0.38","0"
"516076","0","0.00","0.00","0.00","0","0.05","0.01","0.00","0"
"516086","1","1.80","0.00","0.00","1872","0.00","0.05","0.10","1"
"516089","3","1.50","0.25","0.00","1874.02","0.02","0.04","0.38","1"
"516092","4","0.78","0.44","0.00","2451.42","0.03","0.02","0.44","0"
"516105","3","2.00","0.00","0.00","2926.67","0.00","0.01","0.38","1"
"516117","3","1.00","0.11","0.00","2082.29","0.03","0.03","0.33","1"
"516118","2","2.22","0.00","0.00","7374.05","0.06","0.00","0.22","0"
"516127","0","0.00","0.00","0.00","0","0.01","0.01","0.00","0"
"516132","3","0.33","0.22","0.11","1350.79","0.01","0.01","0.44","1"
"516144","4","0.33","0.33","0.00","2089.74","0.00","0.00","0.44","1"
"516150","1","2.50","0.00","0.00","2520","0.04","0.01","0.13","1"
"516152","1","0.38","0.13","0.00","833.68","0.01","0.00","0.13","0"
"516176","4","2.13","0.13","0.00","2347.41","0.03","0.01","0.50","1"
"516177","3","1.75","0.38","0.00","2208.82","0.02","0.01","0.38","0"
"516178","3","0.50","0.13","0.00","1451.51","0.03","0.04","0.38","1"
"516211","4","1.38","0.25","0.13","14258.23","0.01","0.00","0.63","0"
"516216","4","1.25","0.13","0.00","2730.91","0.01","0.02","0.50","0"
"516217","1","0.00","0.00","0.00","509.57","0.01","0.01","0.13","0"
"516243","0","0.00","0.00","0.00","0","0.02","0.01","0.00","1"
"516246","4","1.22","0.33","0.00","3690.69","0.05","0.03","0.44","0"
"516251","7","2.00","0.63","0.00","7412.61","0.00","0.02","0.88","0"
"516269","5","1.67","0.11","0.00","5344.34","0.01","0.00","0.56","0"
"516273","2","0.75","0.13","0.00","2228.49","0.00","0.01","0.25","1"
"516282","2","0.50","0.38","0.00","1658.45","0.02","0.00","0.25","0"
"516283","2","3.22","1.89","0.11","43896.89","0.06","0.03","0.33","1"
"516287","2","1.00","0.22","0.11","7763.44","0.02","0.01","0.33","0"
"516290","3","1.75","0.00","0.00","4125.94","0.02","0.00","0.38","0"
"516296","2","1.30","0.10","0.00","1755.82","0.03","0.02","0.20","0"
"516301","5","1.38","0.63","0.13","12354.60","0.05","0.00","0.75","0"
"516340","1","0.67","0.00","0.00","372","0.00","0.01","0.11","0"
"516351","3","1.50","0.25","0.00","2375.54","0.00","0.00","0.38","0"
"516368","1","0.00","0.75","0.13","2400.4","0.01","0.00","0.25","1"
"516375","5","1.44","0.22","0.00","4497.11","0.07","0.03","0.56","0"
"516418","3","1.75","0.13","0.00","3907.52","0.02","0.01","0.38","0"
"516420","2","0.25","0.13","0.00","997.02","0.00","0.00","0.25","0"
"516433","1","0.00","0.00","0.00","191.33","0.01","0.03","0.11","0"
"516456","4","0.63","0.13","0.00","2615.61","0.01","0.03","0.50","0"
"516507","2","1.50","0.00","0.00","3186.06","0.09","0.01","0.25","0"
"516516","1","0.44","0.11","0.00","2395.17","0.02","0.02","0.11","0"
"516528","3","2.00","0.25","0.00","7293.35","0.03","0.00","0.38","0"
"516543","1","0.88","0.13","0.00","4411.12","0.00","0.00","0.13","0"
"516556","1","0.38","0.00","0.00","1036.91","0.00","0.01","0.13","1"
"516561","2","0.56","0.22","0.00","1270.89","0.06","0.04","0.22","0"
"516571","4","1.63","0.13","0.00","5699.33","0.00","0.03","0.50","0"
"516578","4","2.38","0.13","0.00","4118.97","0.00","0.03","0.50","0"
"516579","4","4.00","0.25","0.00","7438.92","0.00","0.00","0.50","0"
"516583","0","0.00","0.00","0.00","0","0.03","0.01","0.00","1"
"516590","2","0.44","0.00","0.00","1477.62","0.03","0.01","0.22","0"
"516593","3","3.30","0.20","0.00","7517.49","0.04","0.02","0.30","0"
"516594","4","2.88","0.13","0.00","5399.10","0.01","0.01","0.50","0"
"516614","4","1.88","0.38","0.00","3644.60","0.00","0.01","0.50","0"
"516616","6","3.88","0.38","0.00","8970.72","0.06","0.00","0.75","1"
"516620","0","0.00","0.00","0.00","0","0.04","0.06","0.00","0"
"516639","5","1.13","0.63","0.00","3192.01","0.02","0.00","0.63","1"
"516647","4","1.63","0.50","0.00","3712.21","0.01","0.01","0.50","0"
"516679","2","2.75","0.13","0.13","5333.92","0.03","0.01","0.38","0"
"516680","0","0.00","0.00","0.00","0","0.00","0.04","0.00","0"
"516682","3","1.13","0.13","0.00","1030.34","0.01","0.00","0.38","0"
"516694","2","1.11","0.11","0.00","1700.05","0.05","0.01","0.22","1"
"516697","1","0.63","0.00","0.00","1580","0.03","0.01","0.13","0"
"516704","4","2.50","0.13","0.00","4559.65","0.00","0.02","0.50","0"
"516732","3","1.10","0.10","0.00","2321.43","0.02","0.01","0.30","1"
"516739","2","1.00","0.13","0.00","1658.48","0.04","0.01","0.25","1"
"516744","1","0.88","0.00","0.00","763","0.03","0.04","0.13","0"
"516763","1","0.25","0.13","0.00","782.08","0.01","0.02","0.13","0"
"516765","0","0.00","0.00","0.00","0","0.01","0.03","0.00","1"
"516789","4","1.25","0.38","0.00","9357.68","0.05","0.00","0.50","0"
"516798","1","0.25","0.13","0.00","1192.81","0.08","0.01","0.13","0"
"516806","6","5.38","0.63","0.13","11220.34","0.01","0.03","0.88","0"
"516808","3","1.38","0.13","0.00","4207.66","0.02","0.00","0.38","0"
"516827","6","3.75","0.38","0.00","4840.64","0.00","0.03","0.75","0"
"516833","3","1.25","0.13","0.00","3856.01","0.01","0.04","0.38","0"
"516841","1","0.50","0.13","0.00","2566.63","0.07","0.03","0.13","1"
"516862","2","1.13","0.00","0.00","3881.79","0.00","0.00","0.25","0"
"516933","3","0.13","0.00","0.00","1951.18","0.00","0.01","0.38","0"
"516939","1","0.13","0.13","0.00","196.12","0.06","0.02","0.13","1"
"516965","4","1.22","0.00","0.00","3472.11","0.03","0.00","0.44","1"
"516967","0","0.00","0.00","0.00","0","0.02","0.00","0.00","1"
"516972","2","0.88","0.25","0.00","2359.05","0.01","0.03","0.25","1"
"517033","3","4.63","0.00","0.00","6362","0.06","0.01","0.38","0"
"517061","6","2.60","0.40","0.00","6732.22","0.01","0.01","0.60","1"
"517064","3","0.67","0.00","0.00","2076.83","0.04","0.00","0.33","1"
"517076","5","4.38","0.00","0.00","5623.17","0.07","0.03","0.63","0"
"517105","4","1.11","0.11","0.00","2785.97","0.03","0.02","0.44","0"
"517119","4","3.13","0.25","0.00","3201.64","0.02","0.01","0.50","1"
"517131","3","3.63","0.25","0.13","10475.34","0.00","0.00","0.50","0"
"517142","3","0.25","0.25","0.00","1464.50","0.03","0.01","0.38","0"
"517143","2","1.25","0.00","0.00","1740","0.00","0.02","0.25","0"
"517150","6","2.88","0.13","0.00","7195.69","0.04","0.01","0.75","0"
"517158","3","0.63","0.25","0.00","2014.85","0.00","0.03","0.38","1"
"517205","2","1.00","0.13","0.00","2927.53","0.04","0.02","0.25","0"
"517212","5","1.44","0.11","0.00","3920.65","0.01","0.00","0.56","1"
"517219","0","0.00","0.00","0.00","0","0.03","0.04","0.00","0"
"517231","2","2.13","0.13","0.00","4034.88","0.07","0.00","0.25","0"
"517284","5","1.44","0.22","0.00","7838.36","0.04","0.03","0.56","1"
"517324","1","0.00","0.13","0.00","472.44","0.03","0.00","0.13","0"
"517330","1","0.88","0.13","0.00","1461.35","0.01","0.00","0.13","0"
"517356","3","1.50","0.25","0.13","5516.31","0.03","0.00","0.50","0"
"517370","3","1.75","0.38","0.00","2796.73","0.00","0.02","0.38","0"
"517392","5","1.67","0.33","0.11","7585.69","0.02","0.00","0.67","0"
"517393","1","0.50","0.00","0.00","581.55","0.00","0.01","0.13","0"
"517397","5","1.88","0.25","0.00","3811.07","0.00","0.01","0.63","0"
"517403","4","1.89","0.33","0.00","5987.45","0.01","0.02","0.44","1"
"517415","1","0.13","0.00","0.00","859.54","0.04","0.04","0.13","1"
"517438","5","0.78","0.22","0.00","3703.66","0.03","0.03","0.56","0"
"517445","3","4.11","0.11","0.00","6886.98","0.01","0.00","0.33","0"
"517467","2","1.25","0.25","0.00","5809.87","0.03","0.00","0.25","0"
"517486","3","0.30","0.00","0.00","928.96","0.00","0.01","0.30","0"
"517491","8","3.63","0.38","0.00","7974.56","0.00","0.00","1.00","0"
"517543","0","0.00","0.00","0.00","0","0.02","0.00","0.00","0"
"517545","2","0.25","0.00","0.00","982.23","0.06","0.03","0.25","0"
"517548","3","0.63","0.25","0.00","1647.71","0.00","0.01","0.38","0"
"517549","6","2.00","0.44","0.00","7760.61","0.02","0.00","0.67","0"
"517571","1","0.38","0.13","0.00","921.02","0.04","0.01","0.13","0"
"517579","1","0.38","0.00","0.00","2284.61","0.03","0.00","0.13","0"
"517581","3","2.13","0.25","0.00","5672.31","0.01","0.03","0.38","0"
"517596","3","1.89","0.11","0.00","3616.48","0.00","0.00","0.33","1"
"517622","0","0.00","0.00","0.00","0","0.02","0.02","0.00","1"
"517633","4","3.63","0.25","0.00","6295.61","0.00","0.06","0.50","0"
"517653","2","0.50","0.25","0.00","890.60","0.01","0.01","0.25","1"
"517674","3","0.56","0.56","0.00","9354.83","0.02","0.00","0.33","0"
"517675","4","2.25","0.50","0.00","5241.11","0.06","0.03","0.50","0"
"517676","4","0.38","0.13","0.00","3774.18","0.02","0.03","0.50","0"
"517700","4","1.75","0.38","0.00","3232.32","0.05","0.00","0.50","0"
"517715","2","1.63","0.25","0.00","4538.36","0.00","0.01","0.25","0"
"517732","2","0.38","0.13","0.00","1356.10","0.05","0.03","0.25","0"
"517735","2","0.75","0.13","0.00","3774.78","0.06","0.00","0.25","1"
"517739","1","0.63","0.13","0.00","1229.12","0.03","0.00","0.13","1"
"517743","4","1.13","0.25","0.00","2544.84","0.04","0.00","0.50","0"
"517772","5","4.25","0.25","0.13","10061.32","0.02","0.00","0.75","1"
"517776","3","1.13","0.38","0.00","6341.09","0.00","0.00","0.38","1"
"517787","1","1.00","0.25","0.00","3107.82","0.04","0.03","0.13","0"
